txn_id,date,time,description,payee,amount,channel,category
T00067,2026-06-28,12:29,Amazon Retail,Amazon Retail,2939.42,ATM,fuel
T00068,2026-06-28,18:51,Amazon Retail,Amazon Retail,3805.53,netbanking,groceries
T00069,2026-06-28,21:50,Swiggy,Swiggy,1248.66,netbanking,rent
T00070,2026-06-29,13:20,Landlord - R. Iyer,Landlord - R. Iyer,1307.5,ATM,subscription
T00071,2026-06-29,21:20,Landlord - R. Iyer,Landlord - R. Iyer,1341.65,card,dining
T00072,2026-06-30,11:43,Landlord - R. Iyer,Landlord - R. Iyer,632.77,card,subscription
T00073,2026-06-30,20:51,Big Bazaar Retail,Big Bazaar Retail,3783.3,card,salary_credit
T00074,2026-06-30,21:08,BookMyShow,BookMyShow,3312.07,ATM,utilities
T00075,2026-07-01,07:50,Employer Payroll,Employer Payroll,2230.6,ATM,rent
T00076,2026-07-01,08:28,Airtel Postpaid,Airtel Postpaid,2917.9,ATM,dining
T00077,2026-07-02,17:10,Zomato,Zomato,615.6,card,utilities
T00078,2026-07-02,19:06,Big Bazaar Retail,Big Bazaar Retail,3873.88,netbanking,rent
T00079,2026-07-05,20:49,BookMyShow,BookMyShow,1893.96,ATM,fuel
T00080,2026-07-05,21:06,BookMyShow,BookMyShow,1510.88,UPI,dining
T00081,2026-07-06,17:19,State Electricity Board,State Electricity Board,3359.01,card,utilities
T00082,2026-07-06,20:46,HP Petrol Pump,HP Petrol Pump,1523.54,UPI,salary_credit
T00083,2026-07-07,06:54,Amazon Retail,Amazon Retail,3278.71,UPI,groceries
T00084,2026-07-07,18:40,Netflix India,Netflix India,3842.16,card,rent
T00085,2026-07-07,22:11,State Electricity Board,State Electricity Board,3733.71,card,dining
T00086,2026-07-08,20:37,Airtel Postpaid,Airtel Postpaid,1703.21,card,rent
T00087,2026-07-09,09:16,Swiggy,Swiggy,1438.74,ATM,subscription
T00088,2026-07-09,09:22,Employer Payroll,Employer Payroll,2468.49,ATM,subscription
T00089,2026-07-09,09:51,BookMyShow,BookMyShow,981.98,UPI,fuel
T00090,2026-07-10,08:43,Local Kirana Store,Local Kirana Store,3292.21,netbanking,dining
T00091,2026-07-10,17:44,State Electricity Board,State Electricity Board,1360.44,card,fuel
T00092,2026-07-11,11:31,Landlord - R. Iyer,Landlord - R. Iyer,2384.26,ATM,dining
T00093,2026-07-12,20:39,Employer Payroll,Employer Payroll,733.13,netbanking,shopping
T00094,2026-07-14,21:10,Airtel Postpaid,Airtel Postpaid,1779.4,ATM,salary_credit
T00095,2026-07-14,22:41,Employer Payroll,Employer Payroll,941.49,ATM,dining
T00096,2026-07-17,20:36,Amazon Retail,Amazon Retail,2242.91,card,fuel
T00097,2026-07-18,07:48,State Electricity Board,State Electricity Board,1217.98,netbanking,utilities
T00098,2026-07-18,13:19,Zomato,Zomato,3961.15,UPI,fuel
T00099,2026-07-18,20:55,Big Bazaar Retail,Big Bazaar Retail,1198.7,UPI,salary_credit
T00100,2026-07-20,11:39,BookMyShow,BookMyShow,3471.99,ATM,subscription
T00101,2026-07-21,11:20,HP Petrol Pump,HP Petrol Pump,2366.28,netbanking,groceries
T00102,2026-07-22,07:17,Amazon Retail,Amazon Retail,715.24,ATM,utilities
T00103,2026-07-22,13:48,Swiggy,Swiggy,1148.77,netbanking,dining
T00104,2026-07-23,17:29,State Electricity Board,State Electricity Board,2159.33,netbanking,rent
T00105,2026-07-23,20:04,Local Kirana Store,Local Kirana Store,2585.69,ATM,shopping
T00106,2026-07-23,20:40,Netflix India,Netflix India,3501.85,UPI,groceries
T00107,2026-07-24,12:31,Zomato,Zomato,1027.75,ATM,rent
T00108,2026-07-24,21:50,Amazon Retail,Amazon Retail,2279.78,card,subscription
T00109,2026-07-25,06:07,Big Bazaar Retail,Big Bazaar Retail,578.38,ATM,groceries
T00110,2026-07-25,12:44,Swiggy,Swiggy,1934.77,ATM,salary_credit
T00111,2026-07-26,08:41,Amazon Retail,Amazon Retail,3522.81,netbanking,dining
T00112,2026-07-27,08:08,BookMyShow,BookMyShow,204.13,ATM,utilities
T00113,2026-07-27,13:27,Netflix India,Netflix India,396.79,netbanking,dining
T00114,2026-07-28,09:55,Employer Payroll,Employer Payroll,230.64,netbanking,groceries
T00115,2026-07-29,09:06,Employer Payroll,Employer Payroll,1070.0,UPI,utilities
T00116,2026-07-29,10:04,Amazon Retail,Amazon Retail,1654.34,card,dining
T00117,2026-07-29,10:58,Big Bazaar Retail,Big Bazaar Retail,1872.38,card,dining
T00118,2026-07-30,06:54,Amazon Retail,Amazon Retail,1143.03,netbanking,utilities
T00119,2026-07-30,10:48,Employer Payroll,Employer Payroll,529.41,UPI,fuel
T00120,2026-07-30,16:50,BookMyShow,BookMyShow,1535.84,ATM,rent
T00121,2026-07-31,07:50,Local Kirana Store,Local Kirana Store,3041.81,netbanking,fuel
T00122,2026-07-31,21:40,HP Petrol Pump,HP Petrol Pump,1666.37,card,salary_credit
T00123,2026-08-03,06:16,Employer Payroll,Employer Payroll,263.42,UPI,utilities
T00124,2026-08-03,17:34,Swiggy,Swiggy,3471.09,ATM,rent
T00125,2026-08-04,19:44,Big Bazaar Retail,Big Bazaar Retail,2125.12,ATM,rent
T00126,2026-08-05,08:32,Zomato,Zomato,1254.38,netbanking,dining
T00127,2026-08-05,09:29,HP Petrol Pump,HP Petrol Pump,1129.02,ATM,groceries
T00128,2026-08-05,15:44,Swiggy,Swiggy,1684.78,UPI,subscription
T00129,2026-08-07,06:10,Airtel Postpaid,Airtel Postpaid,653.88,card,dining
T00130,2026-08-07,14:46,Netflix India,Netflix India,834.46,card,shopping
T00131,2026-08-10,17:10,Big Bazaar Retail,Big Bazaar Retail,3465.57,card,salary_credit
T00132,2026-08-10,21:29,Amazon Retail,Amazon Retail,1199.21,UPI,utilities
T00133,2026-08-11,07:54,Local Kirana Store,Local Kirana Store,1067.94,UPI,utilities
T00134,2026-08-11,10:11,HP Petrol Pump,HP Petrol Pump,1992.71,ATM,groceries
T00135,2026-08-13,11:14,Netflix India,Netflix India,2107.76,UPI,utilities
T00136,2026-08-13,14:52,HP Petrol Pump,HP Petrol Pump,3680.25,netbanking,rent
T00137,2026-08-13,15:49,Big Bazaar Retail,Big Bazaar Retail,461.92,ATM,rent
T00138,2026-08-14,12:46,BookMyShow,BookMyShow,1962.92,ATM,fuel
T00139,2026-08-14,15:36,Zomato,Zomato,230.28,card,salary_credit
T00140,2026-08-15,06:21,Landlord - R. Iyer,Landlord - R. Iyer,1085.39,netbanking,groceries
T00141,2026-08-17,09:32,Netflix India,Netflix India,3903.31,UPI,salary_credit
T00142,2026-08-17,19:31,BookMyShow,BookMyShow,595.01,card,shopping
T00143,2026-08-17,22:26,Swiggy,Swiggy,553.5,card,shopping
T00144,2026-08-18,19:42,Landlord - R. Iyer,Landlord - R. Iyer,2449.2,UPI,utilities
T00145,2026-08-19,16:20,Amazon Retail,Amazon Retail,3718.96,ATM,subscription
T00146,2026-08-20,06:45,QuickCash Lending Co,QuickCash Lending Co,9000.0,UPI,shopping
T00147,2026-08-20,07:13,Amazon Retail,Amazon Retail,543.6,netbanking,utilities
T00148,2026-08-20,10:06,State Electricity Board,State Electricity Board,717.23,UPI,fuel
T00149,2026-08-20,12:28,Employer Payroll,Employer Payroll,1744.75,netbanking,subscription
T00150,2026-08-21,17:36,QuickCash Lending Co,QuickCash Lending Co,9500.0,UPI,shopping
T00151,2026-08-21,20:35,Amazon Retail,Amazon Retail,318.11,ATM,dining
T00152,2026-08-21,22:03,BookMyShow,BookMyShow,3879.92,ATM,fuel
T00153,2026-08-22,10:36,QuickCash Lending Co,QuickCash Lending Co,10000.0,UPI,shopping
T00154,2026-08-22,13:08,State Electricity Board,State Electricity Board,661.52,UPI,dining
T00155,2026-08-23,08:01,Netflix India,Netflix India,2412.83,netbanking,utilities
T00156,2026-08-23,12:53,QuickCash Lending Co,QuickCash Lending Co,10500.0,UPI,shopping
T00157,2026-08-25,09:02,Employer Payroll,Employer Payroll,549.52,netbanking,dining
T00158,2026-08-26,14:17,Landlord - R. Iyer,Landlord - R. Iyer,1544.98,card,dining
T00159,2026-08-26,15:31,Swiggy,Swiggy,2533.6,card,groceries
T00160,2026-08-26,21:01,Local Kirana Store,Local Kirana Store,3322.4,ATM,rent
T00161,2026-08-27,10:26,Employer Payroll,Employer Payroll,533.34,ATM,groceries
T00162,2026-08-27,18:17,Employer Payroll,Employer Payroll,1507.33,netbanking,salary_credit
T00163,2026-08-27,18:50,Zomato,Zomato,2596.87,UPI,fuel
T00164,2026-08-28,07:51,Local Kirana Store,Local Kirana Store,311.35,netbanking,fuel
T00165,2026-08-29,13:42,Local Kirana Store,Local Kirana Store,3901.12,UPI,fuel
T00166,2026-08-29,17:58,Swiggy,Swiggy,1098.89,netbanking,dining
T00167,2026-08-29,18:22,Zomato,Zomato,3103.39,card,groceries
