txn_id,date,time,description,payee,amount,channel,category
T00096,2026-07-17,11:46,Netflix India,Netflix India,2887.77,ATM,salary_credit
T00097,2026-07-17,20:27,Airtel Postpaid,Airtel Postpaid,2540.47,ATM,shopping
T00098,2026-07-17,21:06,State Electricity Board,State Electricity Board,248.08,ATM,subscription
T00099,2026-07-18,13:48,HP Petrol Pump,HP Petrol Pump,1259.93,ATM,utilities
T00100,2026-07-18,16:11,Local Kirana Store,Local Kirana Store,1478.31,ATM,rent
T00101,2026-07-19,06:33,Amazon Retail,Amazon Retail,1262.7,netbanking,subscription
T00102,2026-07-19,08:18,BookMyShow,BookMyShow,1903.06,UPI,salary_credit
T00103,2026-07-19,13:44,State Electricity Board,State Electricity Board,2936.28,ATM,fuel
T00104,2026-07-20,21:35,HP Petrol Pump,HP Petrol Pump,2723.05,netbanking,shopping
T00105,2026-07-21,12:13,State Electricity Board,State Electricity Board,1399.08,card,fuel
T00106,2026-07-21,14:19,BookMyShow,BookMyShow,1536.88,ATM,subscription
T00107,2026-07-22,14:02,Amazon Retail,Amazon Retail,2890.47,card,groceries
T00108,2026-07-22,15:14,Local Kirana Store,Local Kirana Store,3925.94,card,shopping
T00109,2026-07-22,21:06,Zomato,Zomato,2850.19,card,shopping
T00110,2026-07-24,10:09,State Electricity Board,State Electricity Board,2068.64,UPI,rent
T00111,2026-07-24,14:55,Employer Payroll,Employer Payroll,900.58,UPI,subscription
T00112,2026-07-25,13:49,HP Petrol Pump,HP Petrol Pump,2320.68,ATM,utilities
T00113,2026-07-25,15:36,Employer Payroll,Employer Payroll,1329.94,ATM,salary_credit
T00114,2026-07-28,08:10,Amazon Retail,Amazon Retail,796.82,card,utilities
T00115,2026-07-30,08:03,HP Petrol Pump,HP Petrol Pump,3651.96,card,dining
T00116,2026-07-30,12:27,Employer Payroll,Employer Payroll,2812.06,netbanking,utilities
T00117,2026-07-30,15:45,Local Kirana Store,Local Kirana Store,1306.79,card,salary_credit
T00118,2026-07-31,15:44,Local Kirana Store,Local Kirana Store,1868.78,ATM,shopping
T00119,2026-08-01,14:11,Swiggy,Swiggy,2172.06,ATM,salary_credit
T00120,2026-08-01,14:36,Amazon Retail,Amazon Retail,547.04,UPI,groceries
T00121,2026-08-01,19:47,Zomato,Zomato,1863.48,UPI,salary_credit
T00122,2026-08-02,14:20,Zomato,Zomato,1928.34,netbanking,groceries
T00123,2026-08-02,15:42,Swiggy,Swiggy,1764.25,ATM,subscription
T00124,2026-08-02,16:20,Employer Payroll,Employer Payroll,1986.04,ATM,utilities
T00125,2026-08-04,09:01,Amazon Retail,Amazon Retail,3547.22,ATM,salary_credit
T00126,2026-08-04,14:35,Employer Payroll,Employer Payroll,3087.96,card,salary_credit
T00127,2026-08-04,22:23,Big Bazaar Retail,Big Bazaar Retail,1770.34,card,salary_credit
T00128,2026-08-05,13:53,Amazon Retail,Amazon Retail,2298.56,UPI,groceries
T00129,2026-08-07,18:12,Employer Payroll,Employer Payroll,1126.18,card,salary_credit
T00130,2026-08-07,19:21,Zomato,Zomato,3483.3,netbanking,dining
T00131,2026-08-07,22:45,Airtel Postpaid,Airtel Postpaid,2093.83,netbanking,dining
T00132,2026-08-08,10:28,Amazon Retail,Amazon Retail,3382.41,ATM,shopping
T00133,2026-08-08,20:59,Netflix India,Netflix India,2297.29,ATM,subscription
T00134,2026-08-09,19:02,BookMyShow,BookMyShow,2372.83,card,fuel
T00135,2026-08-09,21:02,Employer Payroll,Employer Payroll,1667.1,card,rent
T00136,2026-08-10,09:33,Local Kirana Store,Local Kirana Store,3504.86,ATM,subscription
T00137,2026-08-11,07:39,Airtel Postpaid,Airtel Postpaid,3825.73,ATM,rent
T00138,2026-08-11,08:30,Swiggy,Swiggy,3509.55,card,rent
T00139,2026-08-11,08:54,Amazon Retail,Amazon Retail,2568.39,ATM,subscription
T00140,2026-08-13,09:48,Amazon Retail,Amazon Retail,3037.71,ATM,fuel
T00141,2026-08-15,11:11,Swiggy,Swiggy,2218.43,card,fuel
T00142,2026-08-15,13:29,Landlord - R. Iyer,Landlord - R. Iyer,2091.14,card,fuel
T00143,2026-08-15,15:22,Amazon Retail,Amazon Retail,374.77,UPI,groceries
T00144,2026-08-16,15:43,Airtel Postpaid,Airtel Postpaid,3615.85,ATM,groceries
T00145,2026-08-16,19:44,State Electricity Board,State Electricity Board,3791.9,netbanking,salary_credit
T00146,2026-08-17,06:53,Netflix India,Netflix India,3972.23,netbanking,shopping
T00147,2026-08-17,09:15,Amazon Retail,Amazon Retail,3997.62,ATM,fuel
T00148,2026-08-18,14:43,Local Kirana Store,Local Kirana Store,1032.22,card,subscription
T00149,2026-08-18,15:49,Local Kirana Store,Local Kirana Store,3660.34,ATM,groceries
T00150,2026-08-18,15:50,Airtel Postpaid,Airtel Postpaid,2587.34,UPI,dining
T00151,2026-08-19,15:47,Swiggy,Swiggy,3673.39,ATM,shopping
T00152,2026-08-19,16:47,Netflix India,Netflix India,542.51,netbanking,dining
T00153,2026-08-19,22:32,HP Petrol Pump,HP Petrol Pump,3188.75,netbanking,dining
T00154,2026-08-20,14:34,Netflix India,Netflix India,3204.59,UPI,utilities
T00155,2026-08-20,18:54,Employer Payroll,Employer Payroll,734.88,card,utilities
T00156,2026-08-22,08:40,Big Bazaar Retail,Big Bazaar Retail,3677.97,card,subscription
T00157,2026-08-22,09:43,BookMyShow,BookMyShow,2421.33,netbanking,shopping
T00158,2026-08-22,10:02,BookMyShow,BookMyShow,2667.11,UPI,shopping
T00159,2026-08-24,18:29,State Electricity Board,State Electricity Board,1092.24,card,utilities
T00160,2026-08-24,19:41,BookMyShow,BookMyShow,2431.89,card,rent
T00161,2026-08-26,08:42,HP Petrol Pump,HP Petrol Pump,3806.24,ATM,utilities
T00162,2026-08-26,17:03,Netflix India,Netflix India,3927.53,netbanking,utilities
T00163,2026-08-26,20:28,Amazon Retail,Amazon Retail,2823.07,card,groceries
T00164,2026-08-27,13:08,Local Kirana Store,Local Kirana Store,392.2,netbanking,groceries
T00165,2026-08-28,16:49,Zomato,Zomato,2428.26,card,fuel
T00166,2026-08-29,10:34,Local Kirana Store,Local Kirana Store,1253.64,card,groceries
